access,across,adjustment,administrative,affecting,agriculture,authority,central,change,citizen,comprehensive,department,development,digital,documentation,education,employment,environment,expands,funding,governance,government,guideline,handling,health,improves,infrastructure,initiative,internal,introduced,introduces,largescale,launch,legislation,local,made,major,management,million,minor,modernize,modifies,multiple,national,nationwide,new,office,operation,policy,procedural,procedure,program,public,record,reform,regulation,related,revised,routine,rule,safety,sector,service,significantly,small,social,state,transport,update,urban,welfare,policy_area,public_sentiment,impact_label
0.0,0.0,0.0,0.0,0.0,0.0,0.3886847241848923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3886847241848923,0.3886847241848923,0.38880206344101176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30570227573667547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3886847241848923,0.0,0.0,0.0,0.3886847241848923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,health,Neutral,Low Impact
0.0,0.0,0.388654178662585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.388654178662585,0.0,0.388654178662585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.388654178662585,0.0,0.30615954781993054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.388654178662585,0.0,0.0,0.38859487685667315,0.0,0.0,0.0,transport,Neutral,Low Impact
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.387987164950357,0.0,0.38952061912626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.387987164950357,0.0,0.3091981346069492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.387987164950357,0.0,0.0,0.387987164950357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.387987164950357,0.0,0.0,employment,Neutral,Low Impact
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3623129346619939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2854902683032414,0.0,0.0,0.0,0.0,0.0,0.3623129346619939,0.0,0.0,0.3623129346619939,0.3623129346619939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3623129346619939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36203728646868144,0.0,0.0,0.0,0.0,0.36203728646868144,social welfare,Neutral,High Impact
0.0,0.0,0.0,0.0,0.0,0.0,0.37075077047884275,0.0,0.0,0.0,0.0,0.0,0.2992077990034468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37075077047884275,0.37075077047884275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29159714085546107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37075077047884275,0.0,0.0,0.0,0.37075077047884275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3717057053734254,0.0,urban development,Negative,Low Impact
0.0,0.0,0.0,0.36156261025579756,0.0,0.0,0.0,0.0,0.36156261025579756,0.0,0.0,0.36156261025579756,0.0,0.0,0.0,0.0,0.3656108319532843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36156261025579756,0.0,0.0,0.0,0.0,0.28629284438929387,0.0,0.0,0.0,0.0,0.36156261025579756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36156261025579756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,employment,Negative,Low Impact
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37104932763561355,0.0,0.0,0.0,0.0,0.2981802768827598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29237424879476887,0.0,0.0,0.0,0.0,0.0,0.37104932763561355,0.0,0.0,0.37104932763561355,0.37104932763561355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37104932763561355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3704292151351065,0.0,urban development,Neutral,High Impact
0.25923186818190774,0.3317796089687194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25923186818190774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3317796089687194,0.3317796089687194,0.0,0.3317796089687194,0.0,0.0,0.26073752426922797,0.0,0.0,0.0,0.2644734493859257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3317796089687194,0.0,0.25923186818190774,0.0,0.0,0.0,0.3317796089687194,0.0,0.0,0.0,0.0,public safety,Neutral,High Impact
0.0,0.0,0.38950717907343574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38376454015987543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38950717907343574,0.0,0.38950717907343574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38950717907343574,0.0,0.30683149278904154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38950717907343574,0.0,0.0,0.0,0.0,0.0,0.0,education,Neutral,Low Impact
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5493351508902641,0.0,0.0,0.0,0.0,0.0,0.3411158790888351,0.3411158790888351,0.0,0.0,0.0,0.0,0.0,0.0,0.3411158790888351,0.0,0.0,0.0,0.0,0.0,0.0,0.3411158790888351,0.0,0.0,0.3411158790888351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34121939740235585,0.0,urban development,Neutral,High Impact
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37801384130340243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3779562443332663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3779562443332663,0.0,0.0,0.0,0.0,0.0,0.3779562443332663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3779562443332663,0.0,0.0,0.3779562443332663,0.0,0.0,0.3779562443332663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,employment,Neutral,Low Impact
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38886565424331654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3064129081326047,0.0,0.0,0.3873353127192344,0.0,0.0,0.38886565424331654,0.0,0.0,0.38886565424331654,0.38886565424331654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38886565424331654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,health,Positive,High Impact
0.0,0.0,0.0,0.0,0.0,0.0,0.3619632668056138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3619632668056138,0.3619632668056138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2846857298742757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3619632668056138,0.0,0.0,0.0,0.3619632668056138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36322651515479376,0.0,0.0,0.0,0.0,0.36322651515479376,social welfare,Negative,Low Impact
0.0,0.0,0.0,0.0,0.35633286432237526,0.35660115922343805,0.0,0.0,0.0,0.35633286432237526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2823551463121305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35633286432237526,0.0,0.0,0.0,0.0,0.0,0.35633286432237526,0.0,0.0,0.0,0.0,0.0,0.35633286432237526,0.0,0.0,0.0,0.0,0.0,0.0,0.28249048501415397,0.0,0.0,0.28007991625084877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,agriculture,Neutral,High Impact
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3884118353683719,0.0,0.0,0.38712833093948207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3884118353683719,0.0,0.30953656668134466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3884118353683719,0.0,0.0,0.3884118353683719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3884118353683719,0.0,0.0,environment,Neutral,Low Impact
0.0,0.0,0.0,0.36224318945172224,0.0,0.0,0.0,0.0,0.36224318945172224,0.0,0.0,0.36224318945172224,0.0,0.0,0.0,0.3611187926283851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36224318945172224,0.0,0.0,0.0,0.0,0.2868317412450711,0.0,0.0,0.0,0.0,0.36224318945172224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36224318945172224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,education,Neutral,Low Impact
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3734179615369694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3787169184676013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3787169184676013,0.0,0.0,0.0,0.0,0.0,0.3787169184676013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3787169184676013,0.0,0.0,0.3787169184676013,0.0,0.0,0.3787169184676013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,education,Neutral,Low Impact
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31252290340407146,0.0,0.0,0.0,0.0,0.38614478172957156,0.38812926774231055,0.38812926774231055,0.0,0.0,0.0,0.0,0.0,0.0,0.38812926774231055,0.0,0.0,0.0,0.0,0.0,0.0,0.38812926774231055,0.0,0.0,0.38812926774231055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,environment,Neutral,High Impact
0.32089834178687865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40139133400844007,0.0,0.0,0.0,0.0,0.4008579739792973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32089834178687865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32738679835090856,0.0,0.3177633170205443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32089834178687865,0.40139133400844007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,education,Positive,High Impact
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37801384130340243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3779562443332663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3779562443332663,0.0,0.0,0.0,0.0,0.0,0.3779562443332663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3779562443332663,0.0,0.0,0.3779562443332663,0.0,0.0,0.3779562443332663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,employment,Neutral,Low Impact
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36110153001728323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36110153001728323,0.0,0.0,0.0,0.0,0.0,0.36110153001728323,0.0,0.0,0.0,0.0,0.2907906654039878,0.0,0.0,0.36110153001728323,0.0,0.0,0.36110153001728323,0.0,0.3647943242828329,0.36110153001728323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,public safety,Neutral,Low Impact
0.0,0.0,0.0,0.0,0.0,0.3868858556431294,0.0,0.0,0.0,0.0,0.0,0.0,0.31241768089398003,0.0,0.0,0.0,0.0,0.0,0.3879985895253,0.3879985895253,0.0,0.0,0.0,0.0,0.0,0.0,0.3879985895253,0.0,0.0,0.0,0.0,0.0,0.0,0.3879985895253,0.0,0.0,0.3879985895253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,agriculture,Positive,High Impact
0.2967505385251888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3711863821516917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2967505385251888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3027507346273299,0.0,0.2938514263561474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2967505385251888,0.3711863821516917,0.0,0.3756674227134805,0.0,0.0,0.0,0.0,0.3756674227134805,social welfare,Positive,High Impact
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3779315290546206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3779315290546206,0.0,0.0,0.0,0.0,0.0,0.3779315290546206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3779315290546206,0.0,0.0,0.3779315290546206,0.0,0.0,0.3779315290546206,0.0,0.0,0.0,0.0,0.0,0.3781620764680389,0.0,0.0,0.0,transport,Negative,Low Impact
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38886565424331654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3064129081326047,0.0,0.0,0.3873353127192344,0.0,0.0,0.38886565424331654,0.0,0.0,0.38886565424331654,0.38886565424331654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38886565424331654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,health,Positive,High Impact
0.0,0.0,0.3891040945291169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3860559633761101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3891040945291169,0.0,0.3891040945291169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3891040945291169,0.0,0.3065139658239474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3891040945291169,0.0,0.0,0.0,0.0,0.0,0.0,environment,Negative,Low Impact
0.0,0.0,0.0,0.0,0.0,0.0,0.37006931435520835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37006931435520835,0.37006931435520835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2910611725633019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2992800657684556,0.37006931435520835,0.0,0.0,0.0,0.37006931435520835,0.0,0.0,0.37544420214332086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,public safety,Negative,Low Impact
0.0,0.0,0.0,0.0,0.0,0.38787062645030596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3882803953190372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3882803953190372,0.0,0.3094318183243413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3882803953190372,0.0,0.0,0.3882803953190372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3882803953190372,0.0,0.0,agriculture,Neutral,Low Impact
0.0,0.0,0.0,0.0,0.33579026810981893,0.0,0.0,0.0,0.0,0.33579026810981893,0.0,0.0,0.0,0.3353367520596953,0.0,0.0,0.0,0.0,0.0,0.0,0.3353367520596953,0.26607736690983597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33579026810981893,0.0,0.0,0.0,0.0,0.0,0.33579026810981893,0.0,0.0,0.0,0.0,0.0,0.33579026810981893,0.0,0.0,0.0,0.0,0.0,0.0,0.266204903333187,0.0,0.0,0.2639333039036292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,digital governance,Neutral,High Impact
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3886259568259192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38868517975969796,0.0,0.0,0.0,0.0,0.3062240347210932,0.0,0.0,0.0,0.0,0.0,0.3886259568259192,0.0,0.0,0.3886259568259192,0.3886259568259192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3886259568259192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,employment,Neutral,High Impact
